,time_period,population,location_name,rainfall,mean_temperature,mean_relative_humidity,parent,location
0,2010-06,100456,Attapeu,9.855491564533002,24.38719041270493,88.30455834736576,-,LA-AT
1,2010-07,100456,Attapeu,13.124046223814958,23.846579305865948,90.01070189017344,-,LA-AT
2,2010-08,100456,Attapeu,13.696927456888538,23.64080227877177,91.07266984352707,-,LA-AT
0,2010-06,88893,Bokeo,11.013451810116667,24.547990336227173,87.06068222056359,-,LA-BK
1,2010-07,88893,Bokeo,13.498309501940959,24.147557268780865,88.71377288867407,-,LA-BK
2,2010-08,88893,Bokeo,12.588665368731643,24.113377345665015,88.94309922754651,-,LA-BK
0,2010-06,304188,Bolikhamsai,10.50324877480167,24.260245801258932,88.61672516928475,-,LA-BL
1,2010-07,304188,Bolikhamsai,12.579567572591454,24.02312147433286,89.28313075861126,-,LA-BL
2,2010-08,304188,Bolikhamsai,13.106380300849242,23.796530213696354,90.48174690020926,-,LA-BL
0,2010-06,586946,Champasak,9.901327700500863,25.54007468045122,87.39886656171659,-,LA-CH
1,2010-07,586946,Champasak,12.684253745914486,25.054500750998407,89.05073312115572,-,LA-CH
2,2010-08,586946,Champasak,13.756601774258904,24.7970009487221,90.00640664344712,-,LA-CH
0,2010-06,97424,Houaphan,6.865873620611116,23.067425849237324,85.74949476961154,-,LA-HO
1,2010-07,97424,Houaphan,8.369794514792371,22.795766418551885,87.37979545183272,-,LA-HO
2,2010-08,97424,Houaphan,8.507272579653785,22.381370623998656,89.09959345602294,-,LA-HO
0,2010-06,325633,Khammouane,9.709705765742516,24.87865984025916,87.46843646363851,-,LA-KH
1,2010-07,325633,Khammouane,11.74796821764875,24.522356878672124,88.7200479077525,-,LA-KH
2,2010-08,325633,Khammouane,12.295320495751701,24.25145548281141,89.92326773838775,-,LA-KH
0,2010-06,118364,Luang Namtha,8.283198131603331,23.37475200181854,86.30371346600211,-,LA-LM
1,2010-07,118364,Luang Namtha,11.077666020451105,22.898011096905247,88.73539177456246,-,LA-LM
2,2010-08,118364,Luang Namtha,10.131357348854308,22.88887751533164,88.97176535600516,-,LA-LM
0,2010-06,231328,Luang Prabang,7.487397327607892,23.64264758437558,85.60562339125659,-,LA-LP
1,2010-07,231328,Luang Prabang,10.20636776273082,23.169558745644803,88.32483732417178,-,LA-LP
2,2010-08,231328,Luang Prabang,9.753366434007994,23.037425269963997,89.368968174812,-,LA-LP
0,2010-06,195084,Oudomxay,7.818407603165021,23.65925721510605,85.31931014801127,-,LA-OU
1,2010-07,195084,Oudomxay,10.7137925115128,23.14762648516355,87.96653589403266,-,LA-OU
2,2010-08,195084,Oudomxay,10.062016560499478,23.06409765280751,88.86287118806436,-,LA-OU
0,2010-06,40280,Phongsaly,11.094964044843287,23.040528514585294,87.90885743305425,-,LA-PH
1,2010-07,40280,Phongsaly,13.400686576593447,22.643213958270067,90.41505621280497,-,LA-PH
2,2010-08,40280,Phongsaly,11.022927843278172,22.651986617640205,90.28135789923122,-,LA-PH
0,2010-06,289512,Salavan,7.267243746659907,25.321982252262842,84.45748948776718,-,LA-SL
1,2010-07,289512,Salavan,9.75194015077949,24.746418291801817,86.72424320124725,-,LA-SL
2,2010-08,289512,Salavan,12.276326823882648,24.36619945250294,88.85054020078256,-,LA-SL
0,2010-06,719887,Savannakhet,7.786805995923581,26.11870229555977,84.33054779536396,-,LA-SV
1,2010-07,719887,Savannakhet,9.933903726189556,25.580424439026576,86.56141528799287,-,LA-SV
2,2010-08,719887,Savannakhet,11.466793823902531,25.212615434264787,88.46832529334228,-,LA-SV
0,2010-06,960194,Vientiane Capital,11.91895555439524,26.41148552495931,86.10503932474876,-,LA-VT
1,2010-07,960194,Vientiane Capital,11.824040298448697,26.21797362890371,86.51045994387943,-,LA-VT
2,2010-08,960194,Vientiane Capital,13.407005129591532,25.913087833843406,87.62332218133643,-,LA-VT
0,2010-06,265717,Xaignabouli,9.078255563063145,24.181055048081664,86.33324061258945,-,LA-XA
1,2010-07,265717,Xaignabouli,10.02367641972256,23.840467150996332,87.3598311979243,-,LA-XA
2,2010-08,265717,Xaignabouli,11.389653254376078,23.648617507780227,88.74194032818461,-,LA-XA
0,2010-06,86599,Xekong,7.091527351048644,22.76294010793393,86.06667212744343,-,LA-XE
1,2010-07,86599,Xekong,8.819129655752098,22.315045383572322,87.39617858082862,-,LA-XE
2,2010-08,86599,Xekong,11.026220647842369,22.062707497622362,88.84332312526841,-,LA-XE
0,2010-06,148858,Xiangkhouang,7.381924896368554,22.025222458978106,87.30468654022727,-,LA-XI
1,2010-07,148858,Xiangkhouang,10.113894680025519,21.718922390582975,88.96081303598524,-,LA-XI
2,2010-08,148858,Xiangkhouang,9.70829017324547,21.462571235364493,90.1541032957586,-,LA-XI
0,2010-06,53171,Xaisomboun,12.602450320915198,22.631927829937577,90.70945907441178,-,LA-XN
1,2010-07,53171,Xaisomboun,14.75503290437705,22.358188200198036,91.78386272169544,-,LA-XN
2,2010-08,53171,Xaisomboun,14.651198840810935,22.256974360719518,92.24198220837485,-,LA-XN
