,time_period,population,location_name,rainfall,mean_temperature,mean_relative_humidity,parent,location
0,2010-07,100456,Attapeu,10.59966135469202,24.638334910028977,88.04962328131224,-,LA-AT
1,2010-08,100456,Attapeu,10.446440879017503,23.852796619663923,90.6686119842599,-,LA-AT
2,2010-09,100456,Attapeu,9.09922892043518,24.08378812918509,90.01775241797995,-,LA-AT
0,2010-07,88893,Bokeo,17.340293562140044,25.04630942975436,85.89183223340356,-,LA-BK
1,2010-08,88893,Bokeo,16.001426868460012,24.221240172411072,89.54322304137325,-,LA-BK
2,2010-09,88893,Bokeo,10.085984886617329,24.154075399895778,89.09314676136997,-,LA-BK
0,2010-07,304188,Bolikhamsai,13.938532923743628,24.66909444055714,87.5684024353582,-,LA-BL
1,2010-08,304188,Bolikhamsai,20.956399706766344,23.61208975652753,91.67841221894687,-,LA-BL
2,2010-09,304188,Bolikhamsai,8.999795363848198,23.85587400597292,89.6480308265643,-,LA-BL
0,2010-07,586946,Champasak,10.051842282710195,25.77115016782105,87.31018375179782,-,LA-CH
1,2010-08,586946,Champasak,12.887856426159486,24.911092187975235,90.47200481473132,-,LA-CH
2,2010-09,586946,Champasak,10.069529225425056,25.124572448934423,89.75864474326335,-,LA-CH
0,2010-07,97424,Houaphan,7.709599680170605,23.718604433505813,83.94683434811513,-,LA-HO
1,2010-08,97424,Houaphan,14.369280596823108,22.02695713707609,91.09927201737138,-,LA-HO
2,2010-09,97424,Houaphan,6.213933129861245,22.151441570513967,88.39883130435676,-,LA-HO
0,2010-07,325633,Khammouane,12.275680524309074,25.264772879831213,86.82435468680373,-,LA-KH
1,2010-08,325633,Khammouane,17.0227553483944,24.04852083404055,91.25696305809794,-,LA-KH
2,2010-09,325633,Khammouane,8.369757599218183,24.41784988469924,89.07928052638066,-,LA-KH
0,2010-07,118364,Luang Namtha,11.653242798432093,23.788734333762285,85.45996945444985,-,LA-LM
1,2010-08,118364,Luang Namtha,11.620713740505224,23.177166612721507,88.64861650320226,-,LA-LM
2,2010-09,118364,Luang Namtha,9.01984795357428,22.93683732582802,88.72907586175498,-,LA-LM
0,2010-07,231328,Luang Prabang,9.131786705776896,24.208566463009664,83.90543373010885,-,LA-LP
1,2010-08,231328,Luang Prabang,10.692002910357376,23.219199421282763,89.51552604425436,-,LA-LP
2,2010-09,231328,Luang Prabang,7.203993285774475,22.99741512571788,89.22404070348077,-,LA-LP
0,2010-07,195084,Oudomxay,10.807174341123012,24.20656333291984,83.51462773344142,-,LA-OU
1,2010-08,195084,Oudomxay,11.61894589400962,23.29241266728906,89.00812988376586,-,LA-OU
2,2010-09,195084,Oudomxay,7.529656859672724,23.08226571429349,89.18167425940109,-,LA-OU
0,2010-07,40280,Phongsaly,13.576634745973822,23.5504066842851,87.28586861227755,-,LA-PH
1,2010-08,40280,Phongsaly,8.961708314675267,23.252709692639797,87.70041910911694,-,LA-PH
2,2010-09,40280,Phongsaly,10.3018167135761,22.528353881640847,90.44035052522597,-,LA-PH
0,2010-07,289512,Salavan,7.859350639988558,25.642900458862584,83.96595116591446,-,LA-SL
1,2010-08,289512,Salavan,10.92096789019982,24.37451805165398,89.61273589399669,-,LA-SL
2,2010-09,289512,Salavan,8.178015017901206,24.5788154862737,89.08233137149006,-,LA-SL
0,2010-07,719887,Savannakhet,7.583576710304768,26.520724426382905,83.13503173456758,-,LA-SV
1,2010-08,719887,Savannakhet,14.36522589983785,25.016978337392626,90.1373365135535,-,LA-SV
2,2010-09,719887,Savannakhet,7.448535973247885,25.412426806136605,88.42941654832616,-,LA-SV
0,2010-07,960194,Vientiane Capital,13.78154307076364,26.65875342396413,87.02268765924423,-,LA-VT
1,2010-08,960194,Vientiane Capital,18.62019045542893,25.64329499079737,90.3063283842795,-,LA-VT
2,2010-09,960194,Vientiane Capital,11.689997303571689,25.927111242946108,88.0029279530527,-,LA-VT
0,2010-07,265717,Xaignabouli,11.0782517796449,24.60899080229832,85.81091887058321,-,LA-XA
1,2010-08,265717,Xaignabouli,16.600364658562157,23.60921164416699,90.20862423011276,-,LA-XA
2,2010-09,265717,Xaignabouli,8.912366889360534,23.681775982318012,89.09809917212945,-,LA-XA
0,2010-07,86599,Xekong,8.637681346193993,22.974736612440267,86.20113462068248,-,LA-XE
1,2010-08,86599,Xekong,10.472084595495073,22.086542017182182,89.64816064763934,-,LA-XE
2,2010-09,86599,Xekong,8.596849863686895,22.19505684470709,88.89076119287047,-,LA-XE
0,2010-07,148858,Xiangkhouang,7.377206078196895,22.46239074607432,86.19919518940566,-,LA-XI
1,2010-08,148858,Xiangkhouang,13.47513606279795,21.35637652073018,91.13491944087896,-,LA-XI
2,2010-09,148858,Xiangkhouang,6.755113767118897,21.335844647612436,89.24781072832857,-,LA-XI
0,2010-07,53171,Xaisomboun,14.686004043189026,22.9545740344872,90.33658418915115,-,LA-XN
1,2010-08,53171,Xaisomboun,19.64066354353321,22.148176836759696,93.30615023099593,-,LA-XN
2,2010-09,53171,Xaisomboun,9.940788889088576,22.2879881336898,90.85258767677594,-,LA-XN
